datetime,portfolio_value,cash,return
2021-06-03 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-04 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-05 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-07 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-08 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-09 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-10 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-11 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-12 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-14 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-15 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-16 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-17 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-18 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-19 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-21 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-22 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-23 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-24 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-25 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-26 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-28 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-29 09:30:00-04:00,100000.0,100000.0,0.0
2021-06-30 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-01 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-02 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-03 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-06 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-07 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-08 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-09 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-10 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-12 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-13 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-14 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-15 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-16 09:30:00-04:00,100000.0,100000.0,0.0
2021-07-17 09:30:00-04:00,100000.0,149705.14111328125,0.0
2021-07-19 09:30:00-04:00,101177.62194824219,149705.14111328125,0.011776219482421801
2021-07-20 09:30:00-04:00,100418.38153076172,149705.14111328125,-0.007504035011505428
2021-07-21 09:30:00-04:00,100144.7822265625,149705.14111328125,-0.002724593844558254
2021-07-22 09:30:00-04:00,99827.86236572266,149705.14111328125,-0.0031646168057248847
2021-07-23 09:30:00-04:00,99827.86236572266,149705.14111328125,0.0
2021-07-24 09:30:00-04:00,99827.86236572266,149705.14111328125,0.0
2021-07-26 09:30:00-04:00,99555.40069580078,149705.14111328125,-0.002729314877280453
2021-07-27 09:30:00-04:00,99581.62194824219,149705.14111328125,0.00026338352573684887
2021-07-28 09:30:00-04:00,99565.66027832031,149705.14111328125,-0.0001602873061273824
2021-07-29 09:30:00-04:00,99783.40069580078,149705.14111328125,0.002186902762175258
2021-07-30 09:30:00-04:00,99783.40069580078,149705.14111328125,0.0
2021-07-31 09:30:00-04:00,99783.40069580078,149705.14111328125,0.0
2021-08-02 09:30:00-04:00,99722.98083496094,149705.14111328125,-0.00060551013914667
2021-08-03 09:30:00-04:00,99570.2212524414,149705.14111328125,-0.0015318393136717345
2021-08-04 09:30:00-04:00,99520.0609741211,149705.14111328125,-0.0005037678704473691
2021-08-05 09:30:00-04:00,99305.74041748047,149705.14111328125,-0.002153541251309732
2021-08-06 09:30:00-04:00,99305.74041748047,149705.14111328125,0.0
2021-08-07 09:30:00-04:00,99305.74041748047,149705.14111328125,0.0
2021-08-09 09:30:00-04:00,99247.60278320312,149705.14111328125,-0.0005854408217785823
2021-08-10 09:30:00-04:00,99109.66027832031,149705.14111328125,-0.0013898824859692738
2021-08-11 09:30:00-04:00,99132.46166992188,149705.14111328125,0.00023006225162647276
2021-08-12 09:30:00-04:00,98907.88153076172,149705.14111328125,-0.00226545508279552
2021-08-13 09:30:00-04:00,98907.88153076172,149705.14111328125,0.0
2021-08-14 09:30:00-04:00,98907.88153076172,149705.14111328125,0.0
2021-08-16 09:30:00-04:00,99061.7822265625,149705.14111328125,0.0015560003249379672
2021-08-17 09:30:00-04:00,99207.70208740234,149705.14111328125,0.0014730187319476062
2021-08-18 09:30:00-04:00,99970.36236572266,149705.14111328125,0.0076875107705691725
2021-08-19 09:30:00-04:00,99518.91986083984,149705.14111328125,-0.004515763414273732
2021-08-20 09:30:00-04:00,99518.91986083984,149705.14111328125,0.0
2021-08-21 09:30:00-04:00,99518.91986083984,149705.14111328125,0.0
2021-08-23 09:30:00-04:00,98636.5609741211,149705.14111328125,-0.008866242599423035
2021-08-24 09:30:00-04:00,98613.75958251953,149705.14111328125,-0.00023116571965176025
2021-08-25 09:30:00-04:00,98563.60278320312,149705.14111328125,-0.0005086186707488061
2021-08-26 09:30:00-04:00,98733.46166992188,149705.14111328125,0.0017233429168814762
2021-08-27 09:30:00-04:00,98733.46166992188,149705.14111328125,0.0
2021-08-28 09:30:00-04:00,98733.46166992188,149705.14111328125,0.0
2021-08-30 09:30:00-04:00,98162.32055664062,149705.14111328125,-0.005784676275107703
2021-08-31 09:30:00-04:00,98113.30139160156,149705.14111328125,-0.000499368441588266
2021-09-01 09:30:00-04:00,98026.66027832031,149705.14111328125,-0.0008830720407158044
2021-09-02 09:30:00-04:00,98179.41986083984,149705.14111328125,0.0015583473116986823
2021-09-03 09:30:00-04:00,98179.41986083984,149705.14111328125,0.0
2021-09-04 09:30:00-04:00,98179.41986083984,149705.14111328125,0.0
2021-09-07 09:30:00-04:00,98303.67944335938,149705.14111328125,0.0012656377751636416
2021-09-08 09:30:00-04:00,98325.33972167969,149705.14111328125,0.0002203404637848294
2021-09-09 09:30:00-04:00,98286.58013916016,149705.14111328125,-0.00039419729063983056
2021-09-10 09:30:00-04:00,98286.58013916016,149705.14111328125,0.0
2021-09-11 09:30:00-04:00,98286.58013916016,149705.14111328125,0.0
2021-09-13 09:30:00-04:00,98619.46166992188,149705.14111328125,0.003386846203117466
2021-09-14 09:30:00-04:00,99018.46166992188,149705.14111328125,0.004045854573161645
2021-09-15 09:30:00-04:00,98710.66027832031,149705.14111328125,-0.0031085252831700716
2021-09-16 09:30:00-04:00,98984.25958251953,149705.14111328125,0.00277173005861564
2021-09-17 09:30:00-04:00,98984.25958251953,149705.14111328125,0.0
2021-09-18 09:30:00-04:00,98984.25958251953,149705.14111328125,0.0
2021-09-20 09:30:00-04:00,99940.7212524414,149705.14111328125,0.009662765311938326
2021-09-21 09:30:00-04:00,99995.44250488281,149705.14111328125,0.0005475370975478455
2021-09-22 09:30:00-04:00,99562.24041748047,149705.14111328125,-0.004332218314661573
2021-09-23 09:30:00-04:00,99380.98083496094,149705.14111328125,-0.001820565525238127
2021-09-24 09:30:00-04:00,99380.98083496094,149705.14111328125,0.0
2021-09-25 09:30:00-04:00,99380.98083496094,149705.14111328125,0.0
2021-09-27 09:30:00-04:00,99580.48083496094,149705.14111328125,0.0020074263538543136
2021-09-28 09:30:00-04:00,100093.48083496094,149705.14111328125,0.005151611999646866
2021-09-29 09:30:00-04:00,99998.86236572266,149705.14111328125,-0.0009453010170991094
2021-09-30 09:30:00-04:00,100573.41986083984,149705.14111328125,0.005745640315545586
2021-10-01 09:30:00-04:00,100573.41986083984,149705.14111328125,0.0
2021-10-02 09:30:00-04:00,100573.41986083984,149705.14111328125,0.0
2021-10-04 09:30:00-04:00,100657.7822265625,149705.14111328125,0.0008388137326877931
2021-10-05 09:30:00-04:00,100768.36236572266,149705.14111328125,0.0010985751594572157
2021-10-06 09:30:00-04:00,99728.67944335938,149705.14111328125,-0.010317553029093762
2021-10-07 09:30:00-04:00,99604.41986083984,149705.14111328125,-0.0012459764153410768
2021-10-08 09:30:00-04:00,99604.41986083984,149705.14111328125,0.0
2021-10-09 09:30:00-04:00,99604.41986083984,149705.14111328125,0.0
2021-10-11 09:30:00-04:00,100038.75958251953,149705.14111328125,0.004360647070546841
2021-10-12 09:30:00-04:00,100148.20208740234,149705.14111328125,0.0010940010186004656
2021-10-13 09:30:00-04:00,99650.02264404297,149705.14111328125,-0.0049744222360037504
2021-10-14 09:30:00-04:00,99003.64111328125,149705.14111328125,-0.006486516647072338
2021-10-15 09:30:00-04:00,99003.64111328125,149705.14111328125,0.0
2021-10-16 09:30:00-04:00,99003.64111328125,149705.14111328125,0.0
2021-10-18 09:30:00-04:00,98528.25958251953,149705.14111328125,-0.004801657044287699
2021-10-19 09:30:00-04:00,98276.32055664062,149705.14111328125,-0.002557022999760794
2021-10-20 09:30:00-04:00,98203.36236572266,149705.14111328125,-0.0007423781283704134
2021-10-21 09:30:00-04:00,98048.32055664062,149705.14111328125,-0.0015787831021980558
2021-10-22 09:30:00-04:00,98048.32055664062,149705.14111328125,0.0
2021-10-23 09:30:00-04:00,98048.32055664062,149705.14111328125,0.0
2021-10-25 09:30:00-04:00,97514.74294433594,97514.74294433594,-0.005441986249998476
2021-10-26 09:30:00-04:00,97514.74294433594,97514.74294433594,0.0
2021-10-27 09:30:00-04:00,97514.74294433594,97514.74294433594,0.0
2021-10-28 09:30:00-04:00,97514.74294433594,97514.74294433594,0.0
2021-10-29 09:30:00-04:00,97514.74294433594,97514.74294433594,0.0
2021-10-30 09:30:00-04:00,97514.74294433594,97514.74294433594,0.0
2021-11-01 09:30:00-04:00,97514.74294433594,97514.74294433594,0.0
2021-11-02 09:30:00-04:00,97514.74294433594,97514.74294433594,0.0
2021-11-03 09:30:00-04:00,97514.74294433594,97514.74294433594,0.0
2021-11-04 09:30:00-04:00,97514.74294433594,97514.74294433594,0.0
2021-11-05 09:30:00-04:00,97514.74294433594,97514.74294433594,0.0
2021-11-06 09:30:00-04:00,97514.74294433594,97514.74294433594,0.0
2021-11-08 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-11-09 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-11-10 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-11-11 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-11-12 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-11-13 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-11-15 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-11-16 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-11-17 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-11-18 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-11-19 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-11-20 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-11-22 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-11-23 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-11-24 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-11-25 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-11-26 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-11-27 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-11-29 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-11-30 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-12-01 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-12-02 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-12-03 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-12-04 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-12-06 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-12-07 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-12-08 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-12-09 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-12-10 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-12-11 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-12-13 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-12-14 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-12-15 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-12-16 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-12-17 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-12-18 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-12-20 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-12-21 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-12-22 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-12-23 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-12-24 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-12-27 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-12-28 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-12-29 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-12-30 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2021-12-31 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2022-01-01 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2022-01-03 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2022-01-04 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2022-01-05 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2022-01-06 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2022-01-07 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2022-01-08 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2022-01-10 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2022-01-11 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2022-01-12 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2022-01-13 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2022-01-14 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2022-01-15 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2022-01-18 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2022-01-19 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2022-01-20 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2022-01-21 09:30:00-05:00,97514.74294433594,97514.74294433594,0.0
2022-01-22 09:30:00-05:00,97514.74294433594,146080.78267822266,0.0
2022-01-24 09:30:00-05:00,98989.5128112793,146080.78267822266,0.015123557960719847
2022-01-25 09:30:00-05:00,98877.24294433594,146080.78267822266,-0.0011341592028784042
2022-01-26 09:30:00-05:00,98042.30254516602,146080.78267822266,-0.008444211977471472
2022-01-27 09:30:00-05:00,98310.44161376954,146080.78267822266,0.0027349323877821075
2022-01-28 09:30:00-05:00,98918.6634765625,146080.78267822266,0.006186747336386578
2022-01-29 09:30:00-05:00,98918.6634765625,146080.78267822266,0.0
2022-01-31 09:30:00-05:00,97985.62374267579,146080.78267822266,-0.00943239325213685
2022-02-01 09:30:00-05:00,96956.6634765625,146080.78267822266,-0.010501135031966258
2022-02-02 09:30:00-05:00,96431.28267822266,146080.78267822266,-0.005418717801348949
2022-02-03 09:30:00-05:00,96927.23134765626,146080.78267822266,0.005143026781967652
2022-02-04 09:30:00-05:00,97428.63201293946,146080.78267822266,0.005172959738061644
2022-02-05 09:30:00-05:00,97428.63201293946,146080.78267822266,0.0
2022-02-07 09:30:00-05:00,97084.19161376954,146080.78267822266,-0.0035353098165658015
2022-02-08 09:30:00-05:00,97387.2114807129,146080.78267822266,0.0031212070874409026
2022-02-09 09:30:00-05:00,96461.80254516602,146080.78267822266,-0.009502366085614278
2022-02-10 09:30:00-05:00,96884.72307739258,146080.78267822266,0.004384331632498073
2022-02-11 09:30:00-05:00,97095.09227905274,146080.78267822266,0.00217133511845935
2022-02-12 09:30:00-05:00,97095.09227905274,146080.78267822266,0.0
2022-02-14 09:30:00-05:00,98129.50121459962,146080.78267822266,0.01065356560529307
2022-02-15 09:30:00-05:00,97714.2114807129,146080.78267822266,-0.004232057931065181
2022-02-16 09:30:00-05:00,97692.4134765625,146080.78267822266,-0.00022307915931651934
2022-02-17 09:30:00-05:00,97769.80254516602,146080.78267822266,0.0007921707105955633
2022-02-18 09:30:00-05:00,98411.81414184571,146080.78267822266,0.006566563294255312
2022-02-19 09:30:00-05:00,98411.81414184571,146080.78267822266,0.0
2022-02-22 09:30:00-05:00,99004.77108154297,146080.78267822266,0.006025261752035327
2022-02-23 09:30:00-05:00,98920.84227905274,146080.78267822266,-0.0008477248275349236
2022-02-24 09:30:00-05:00,101279.60387573243,146080.78267822266,0.023844940483075172
2022-02-25 09:30:00-05:00,99253.29427490235,146080.78267822266,-0.020007084578611778
2022-02-26 09:30:00-05:00,99253.29427490235,146080.78267822266,0.0
2022-02-28 09:30:00-05:00,98989.5128112793,146080.78267822266,-0.00265765953211039
2022-03-01 09:30:00-05:00,98661.42174682618,146080.78267822266,-0.0033144022546975904
2022-03-02 09:30:00-05:00,98952.45321044922,146080.78267822266,0.0029498000177805572
2022-03-03 09:30:00-05:00,98069.55254516602,146080.78267822266,-0.008922473740044401
2022-03-04 09:30:00-05:00,99020.03267822266,146080.78267822266,0.009691898335305371
2022-03-05 09:30:00-05:00,99020.03267822266,219046.53267822266,0.0
2022-03-07 09:30:00-05:00,99075.63607177735,219046.53267822266,0.0005615368128122356
2022-03-08 09:30:00-05:00,102392.17403564454,219046.53267822266,0.033474808695292735
2022-03-09 09:30:00-05:00,100857.60860595704,219046.53267822266,-0.014987135922646666
2022-03-10 09:30:00-05:00,101585.97573242188,219046.53267822266,0.007221737026410269
2022-03-11 09:30:00-05:00,100029.17403564454,219046.53267822266,-0.01532496671467698
2022-03-12 09:30:00-05:00,100029.17403564454,219046.53267822266,0.0
2022-03-14 09:30:00-04:00,102350.47573242188,219046.53267822266,0.02320624676906924
2022-03-15 09:30:00-04:00,99537.10860595704,219046.53267822266,-0.027487582312953007
2022-03-16 09:30:00-04:00,98508.51369628907,219046.53267822266,-0.010333783290209064
2022-03-17 09:30:00-04:00,97282.53267822266,219046.53267822266,-0.012445432095810727
2022-03-18 09:30:00-04:00,97282.53267822266,219046.53267822266,0.0
2022-03-19 09:30:00-04:00,97282.53267822263,328546.53267822263,-3.3306690738754696e-16
2022-03-21 09:30:00-04:00,93132.46041259763,328546.53267822263,-0.04265999405414356
2022-03-22 09:30:00-04:00,92578.05074462888,328546.53267822263,-0.005952915508863343
2022-03-23 09:30:00-04:00,93090.21138916013,328546.53267822263,0.005532203804377023
2022-03-24 09:30:00-04:00,90334.05074462888,328546.53267822263,-0.02960741632661268
2022-03-25 09:30:00-04:00,90334.05074462888,492768.77401123045,0.0
2022-03-26 09:30:00-04:00,90334.05074462888,492768.77401123045,0.0
